zone_id,Start_Hour,avg_fare,avg_trip_time_min,demand,income_per_min
8,8,26.109930092151256,19.489466158245946,3147,1.3396944729091107
8,9,23.590818956103952,16.67647230108466,4579,1.4146168644173966
8,10,22.809308464223385,16.563532577079698,4584,1.3770799410136985
8,11,22.700042341220424,16.411041926110418,4015,1.3832176191752965
8,12,22.567786416647607,16.983508651574052,4373,1.3288058951561812
8,13,21.901022812735018,16.378407286705105,3989,1.3371888016555067
8,14,20.489904786412765,15.784336936009607,3886,1.2981162825831543
8,15,20.457667731629392,15.877007454739084,3130,1.2885090461756405
8,16,20.021281464530894,15.10549834731757,2622,1.3254300523018672
8,17,20.28321123933768,15.190341194179627,1993,1.3352702865627175
8,18,21.180611303344868,14.891560938100731,1734,1.4223231124920772
8,19,22.706816958277255,16.637673844773442,1486,1.3647831523882392
8,20,23.385063829787235,15.881773049645389,1175,1.4724466693162688
8,21,23.140374753451677,13.949145299145298,1014,1.6589098656008372
8,22,22.854864864864865,14.604798276537405,851,1.564887404270498
8,23,21.552335766423358,14.726419302514193,822,1.4635150150005438
9,0,18.363981566820275,13.061781874039939,1085,1.405932340924967
9,1,17.41608118081181,13.101845018450184,1355,1.3292846279502055
9,2,19.92148538961039,13.25290854978355,1232,1.50317836381175
9,3,21.00976143141153,12.445543406229291,1006,1.6881353224717888
9,4,27.846897184822524,15.470726234190128,1634,1.7999734959617604
9,5,16.78958857142857,9.76878095238095,1750,1.7186984387582602
9,6,19.455111111111112,11.407131782945736,1935,1.7055217280997428
9,7,19.67911832946636,13.884309744779582,3448,1.417363822271798
9,8,22.931795937211447,16.451904432132963,4332,1.3938687786456085
9,9,19.445629448398577,13.913697360616844,4496,1.3975889330064084
9,10,18.00598613972654,12.962043453830306,5339,1.389131752556017
9,11,17.88077116837822,12.335290318413744,5161,1.449562248379866
9,12,18.55544582167133,13.365850326536053,5002,1.3882727524512264
9,13,18.66875,13.81556115591398,4960,1.3512842358928383
9,14,17.490259710411397,12.63871906841339,4351,1.3838633184056561
9,15,15.929165073295092,11.201225125699313,4707,1.422091324345256
9,16,16.299136965376782,10.58365156143924,3928,1.5400296268975346
9,17,17.384186564788283,12.874042237079488,3141,1.3503285327679595
9,18,16.81742165242165,12.20250079138968,2106,1.3781946782817132
9,19,18.772320675105483,14.419871408479002,1659,1.3018368987720101
9,20,18.26240365774004,13.678597866318311,1531,1.3351078696968444
9,21,20.420941605839417,13.68080291970803,1370,1.4926712800183537
9,22,19.657642967542504,12.286862442040187,1294,1.5998911894938108
9,23,18.145182311869664,14.48576415826222,1289,1.2526216852371042
10,0,15.329792820146453,12.180183961421683,5599,1.2585846706995996
10,1,15.030763919494639,11.563547328730229,6807,1.2998402213609601
10,2,16.051837816611034,11.366794292820211,5093,1.4121692891680209
10,3,17.205772972972973,11.172549549549549,3700,1.540004176903979
10,4,20.13886672208368,11.308543456174379,3609,1.7808541657138004
10,5,16.69660687593423,10.127806842717158,4014,1.6485905719993716
10,6,17.431368653421636,10.88341059602649,4530,1.6016457800265105
10,7,16.341641689373297,11.366408378746595,5872,1.4377137566101892
10,8,16.32095812718716,12.275908048751056,8287,1.3295112721903817
10,9,16.723466277265675,12.954917708618538,10957,1.2908971444982649
10,10,15.94861047476104,12.578729230850252,12659,1.267903154767487
10,11,16.36301976626749,12.93903837830039,13862,1.264624100173421
10,12,16.25538315712723,13.161082756106453,13715,1.2351098658341837
10,13,15.967353252807799,13.325046502319228,14157,1.1982962498501357
10,14,16.118325874035158,13.454478822079523,15417,1.1979896127662797
10,15,16.454239707835328,13.934966799468793,15060,1.1807878658499977
10,16,16.987747421139183,14.496103054766532,13378,1.171883737095354
10,17,16.62171627906977,14.14523410852713,10750,1.175075375320211
10,18,15.974046874999999,13.283697916666666,8960,1.202530121899101
10,19,15.944898107714701,12.802860262008732,6870,1.2454168663411618
10,20,15.809653892629035,12.620467230565625,5793,1.252699571560987
10,21,16.581417516043793,13.15791179061281,5298,1.2601860979090467
10,22,15.711209226887728,12.124073406619813,5549,1.295868863538002
10,23,15.452405085643653,11.78911354405792,5663,1.3107351140435954
11,0,14.873456771688815,11.732790801851575,6697,1.2676827724007151
11,1,14.82070820503532,10.873818148886071,5521,1.3629718652737974
11,2,15.549790934320074,10.403419673142151,5405,1.4946807321888573
11,3,17.890983606557377,10.450765701949672,4941,1.7119304093880578
11,4,18.930999087591243,10.551131386861313,5480,1.7942150840017852
11,5,17.44748520236762,10.293118434383832,6251,1.6950630961443964
11,6,18.528929405657927,11.888007180551952,7706,1.5586236720962041
11,7,15.30391998640958,10.508140094566663,11773,1.456387129281101
11,8,15.535274762342839,11.536498006746397,16305,1.3466196373681172
11,9,14.294450552065486,10.583927438289232,21012,1.3505809289992654
11,10,13.880173340048687,10.479574834214723,23826,1.3244977548832766
11,11,13.733475844179907,10.573268022295304,21589,1.2988865708521562
11,12,13.770523612027523,10.846096081943005,21218,1.2696295061366105
11,13,13.0203101217656,10.507063532329894,23652,1.239195906801413
11,14,13.370049496501109,10.858389514706719,23436,1.2313105436485374
11,15,13.559233644859813,11.03908299384935,20865,1.2282934780374979
11,16,14.237726764968723,11.833320300863866,17904,1.2031895024365502
11,17,14.229722451571929,11.852438869482375,15745,1.2005733679176003
11,18,13.859555700877058,10.659887418577217,12998,1.3001596692966673
